ordinal	entry_rva_stormd	entry_rva_storm	source_file	evidence	confidence	proposed_name	notes
489	0x23ec	0x1ceb0	SMEM.CPP	trace "SMemHeapReAlloc()"	high	SMemHeapReAlloc	
490	0x209f	0x1d330	SMEM.CPP	trace "SMemHeapSize()"	high	SMemHeapSize	
491	0x286a	0x1d570	SMEM.CPP	body is exactly memcpy(dest, src, n)	medium	SMemCopy	
492	0x281f	0x1d5a0	SMEM.CPP	body is exactly memset(dest, value & 0xff, n) - note the (ptr, length, value) argument order	medium	SMemFill	
493	0x28e2	0x1d5e0	SMEM.CPP	body is exactly memmove(dest, src, n)	medium	SMemMove	
494	0x1b09	0x1d600	SMEM.CPP	body is exactly memset(dest, 0, n)	medium	SMemZero	
495	0x158c	0x1d550	SMEM.CPP	body is exactly memcmp(a, b, n)	medium	SMemCmp	
496	0x13d9	0x1d500	SMEM.CPP	sets four debug-flag globals from a (value, mask) pair over bits 1/2/4/8	medium		SMem debug-flag setter
497	0x2649	0x1c310	SMEM.CPP	trace "SMemDumpState()"; assert outputproc; format "%s:%d  blocks=%u  %uk/%uk/%uk"	high	SMemDumpState	
501	0x2298	0x2aaa0	SSTR.CPP	SSTR.CPP:0x1d8-0x1d9 asserts dest+"source"; bounded strncpy-style copy returning the end of the copy	medium	SStrCopy	
502	0x2293	0x2b6a0	SSTR.CPP	the canonical Storm/MPQ string hash: seed 0x7FED7FED, table at 0x6ffe0360, uppercases and maps '/' to '\\'	high	SStrHash	32-bit; low bit of arg 2 selects case-sensitive (raw) hashing
503	0x15eb	0x2ad40	SSTR.CPP	SSTR.CPP:0x21f-0x220 asserts dest+"source"; walks to the end of dest then bounded-copies source (concat)	medium	SStrPack	
504	0x1f32	0x2b540	SSTR.CPP	asserts string, *string, buffer || !bufferchars, whitespace; advances *string past a token, honours '"' quoting, reports whether quotes were seen	medium	SStrTokenize	
505	0x15f0	0x2a9e0	SSTR.CPP	SSTR.CPP:0x1a0 assert "string"; dispatches to ord 571 or ord 572 on a direction flag	medium		Find-character with a forward/reverse flag
506	0x1f78	0x2acb0	SSTR.CPP	assert "string"; word-at-a-time strlen	medium	SStrLen	
507	0x218f	0x2abe0	SSTR.CPP	assert "string"; SStrLen + SMemAlloc(len+1) + SMemCopy	medium	SStrDup	Allocation is tagged SSTR.CPP:0x1f2
508	0x227f	0x2aa20	SSTR.CPP	asserts string1,string2; calls strncmp	medium	SStrCmp	Takes an explicit max-chars argument
509	0x19bf	0x2aa60	SSTR.CPP	asserts string1,string2; calls _strnicmp	medium	SStrCmpI	
510	0x1acd	0x2b910	SSTR.CPP	body is exactly _strupr(string)	high	SStrUpper	
511	0x2194	0x1d700	SMSG.CPP	tail-call into ord 378 (SEVT.CPP record allocator)	low		
512	0x1a55	0x1dc50	SMSG.CPP	calls a common dispatcher with FourCC 'SMSH' (0x534d5348)	medium		FourCC-tagged message post; sibling of 513/514/515
513	0x12ad	0x1dca0	SMSG.CPP	calls the same dispatcher with FourCC 'SMSI' (0x534d5349)	medium		
514	0x1113	0x1dcc0	SMSG.CPP	calls the same dispatcher with FourCC 'SMSJ' (0x534d534a)	medium		
515	0x1b68	0x1dce0	SMSG.CPP	calls the same dispatcher with FourCC 'SMSG' (0x534d5347)	medium		
516	0x22f2	0x1d9c0	SMSG.CPP	SMSG.CPP:0xca; returns a code pointer (a window procedure) when the argument is 0	medium		Returns Storm's WndProc
517	0x1d4d	0x1dc30	SMSG.CPP	writes the global HWND that ord 518 returns	medium	SMsgSetMainWindow	Name inferred from use, not from a string
518	0x22d9	0x1d9b0	SMSG.CPP	returns that global HWND; SErrDisplayError (ord 461) uses it as the MessageBoxA parent after IsWindow/IsWindowVisible	medium	SMsgGetMainWindow	
521	0x28b5	0x269c0	SRGN.CPP	assert "handle"	low		
523	0x2699	0x27340	SRGN.CPP	assert file only	low		
524	0x2090	0x273a0	SRGN.CPP	asserts handle, !reserved	low		
525	0x1609	0x27490	SRGN.CPP	assert "handle"	low		
527	0x27de	0x27640	SRGN.CPP	asserts handle, orighandle, !reserved	medium		Duplicates a region
528	0x2446	0x282e0	SRGN.CPP	assert file only	low		
529	0x236a	0x28400	SRGN.CPP	callee asserts handle, numrects	low		
530	0x1f87	0x27930	SRGN.CPP	assert file only	low		
531	0x1b31	0x28540	SRGN.CPP	callee assert "handle"	low		
532	0x16a9	0x28630	SRGN.CPP	assert file only	low		
533	0x2252	0x28720	SRGN.CPP	callee assert "handle"	low		
534	0x2658	0x26a90	SRGN.CPP	asserts handle, combinemode >= 1, combinemode <= 6	medium		Region combine with a 1-6 mode (the Win32 RGN_* range)
535	0x17c6	0x279a0	SRGN.CPP	asserts handle, numparams	low		
536	0x236f	0x28340	SRGN.CPP	asserts handle, numrects	medium		Returns/consumes a rect array
537	0x2045	0x27810	SRGN.CPP	assert "handle"	low		
538	0x1b36	0x28470	SRGN.CPP	assert "handle"	low		
539	0x16ae	0x28560	SRGN.CPP	assert "handle"	low		
540	0x217b	0x28680	SRGN.CPP	assert "handle"	low		
541	0x268f	0x1ae60	SLOG.CPP	VirtualAlloc/VirtualFree + WriteFile/FlushFileBuffers/CloseHandle	low		Closes/flushes a log
542	0x23b5	0x1afe0	SLOG.CPP	asserts filename, *filename	medium		Creates a log file
543	0x2167	0x1b5f0	SLOG.CPP	VirtualAlloc under the log critical section	low		
544	0x16ea	0x1b120	SLOG.CPP	hex-dump formats "%04x:  " and "%02x "	medium		Hex-dump helper
545	0x28ba	0x1b470	SLOG.CPP	WriteFile/FlushFileBuffers	low		
546	0x13bb	0x1b4a0	SLOG.CPP	WriteFile/FlushFileBuffers	low		
547	0x13b6	0x1b510	SLOG.CPP	vsprintf + timestamp "%u/%u %02u:%02u:%02u.%03u   "	medium		Formatted log write
548	0x2789	0x1b620	SLOG.CPP	same timestamp path plus OutputDebugStringA	medium		Formatted log write that also mirrors to the debugger
549	0x2513	0x1b580	SLOG.CPP	VirtualAlloc under the log critical section	low		
550	0x10f5	0x1b5b0	SLOG.CPP	assert "logptr->indent >= 0"	medium		Log indent control
551	0x101e	0xd200	SCOMP.CPP	asserts destsize, *destsize >= sourcesize, source	medium	SCompCompress	Output-buffer-must-be-at-least-input check is the compress side
552	0x2630	0xd3c0	SCOMP.CPP	asserts destbuffersize >= sourcesize, source, sourcesize >= sizeof(BYTE)	medium	SCompDecompress	The sizeof(BYTE) minimum is the leading compression-type byte
561	0x1bae	0x127e0	SERR.CPP	__cdecl varargs; vsprintf then ord 461 with code 0x85100084 and the file/line stashed by ord 564, then ExitProcess(1)	medium	SErrDisplayAppFatal	Unconditionally terminates; pairs with ord 564
562	0x2919	0x12e10	SERR.CPP	__cdecl varargs; vsprintf then a straight pass-through to ord 461 with all six arguments	medium		Printf-style front end for SErrDisplayError
563	0x1dfc	0x12fa0	SERR.CPP	returns the "currently displaying an error" re-entry global	medium		
564	0x1b04	0x12fb0	SERR.CPP	stores (file, line) plus GetCurrentThreadId; ord 561 consumes and clears it	medium		Sets the per-thread file/line context that ord 561 reports; the callers import 561 and 564 as a pair
571	0x150f	0x2a960	SSTR.CPP	SSTR.CPP:0x17d assert "string"; forward scan for a character	medium	SStrChr	
572	0x20bd	0x2a9a0	SSTR.CPP	SSTR.CPP:0x18e assert "string"; reverse scan for a character	medium	SStrChrR	
573	0x2158	0x2afb0	SSTR.CPP	SSTR.CPP:0x285 assert "string"; full float parse with sign, fraction table and e/E exponent, returns double	medium	SStrToDouble	
574	0x1361	0x2b190	SSTR.CPP	SSTR.CPP:0x290 assert "string"; identical parse truncated to float	medium	SStrToFloat	
575	0x1f2d	0x2b370	SSTR.CPP	SSTR.CPP:0x29b assert "string"; signed base-10 integer parse	medium	SStrToInt	
576	0x1e7e	0x2b4f0	SSTR.CPP	SSTR.CPP:0x2ab assert "string"; base-10 parse with no sign handling	medium	SStrToUnsigned	
577	0x24f0	0x2b3e0	SSTR.CPP	SSTR.CPP:0x2a3 assert "string"; signed 64-bit parse using __allmul	medium	SStrToInt64	
578	0x1e42	0x2aef0	SSTR.CPP	SSTR.CPP:0x245-0x246 asserts buffer+"format"; __cdecl varargs over _vsnprintf with truncation fixup	medium	SStrPrintf	
579	0x173f	0x2b920	SSTR.CPP	body is exactly _strlwr(string)	high	SStrLower	
580	0x14ab	0x2b780	SSTR.CPP	SSTR.CPP:0x31d assert "string"; the 64-bit twin of ord 502's hash, table at 0x6ffe03a0	medium	SStrHash64	
581	0x168b	0x2af50	SSTR.CPP	SSTR.CPP:0x26b-0x26c asserts buffer+"format"; takes a va_list instead of varargs	medium	SStrVPrintf	
601	0x1bb3	0x1040	SBig.cpp	address range only (SBig.cpp object 0x6ff84600-0x6ff8723a)	low		
602	0x1069	0x11c0	SBig.cpp	address range only	low		
603	0x234c	0x1320	SBig.cpp	address range only	low		
604	0x275c	0x1400	SBig.cpp	address range only; release build carries the ".I" tag string	low		
605	0x2103	0x1480	SBig.cpp	assert "!borrow"	low		
606	0x1adc	0x15f0	SBig.cpp	C++ delete; release build tags ".E"/".I"	low		
607	0x13cf	0x1670	SBig.cpp	asserts m_used < SIZE, count <= m_used, d <= SMALL_BOUND, c <= SMALL_BOUND, !borrow	low		
608	0x2095	0x2440	SBig.cpp	asserts count <= m_used, !borrow, m_used < SIZE	low		
609	0x1ca8	0x3810	SBig.cpp	address range only	low		
610	0x20e0	0x3990	SBig.cpp	assert "c <= SMALL_BOUND"	low		
611	0x290a	0x39e0	SBig.cpp	address range only	low		
612	0x1e6f	0x3ac0	SBig.cpp	address range only	low		
613	0x17f8	0x3ad0	SBig.cpp	asserts m_used < SIZE, count <= m_used	low		
614	0x22ca	0x3af0	SBig.cpp	address range only	low		
615	0x119a	0x3b10	SBig.cpp	asserts !borrow, m_used < SIZE, count <= m_used	low		
616	0x29c8	0x3d50	SBig.cpp	address range only	low		
617	0x235b	0x3d60	SBig.cpp	address range only	low		
618	0x2504	0x3df0	SBig.cpp	address range only	low		
619	0x1e4c	0x3e00	SBig.cpp	asserts count <= m_used, d <= SMALL_BOUND, m_used < SIZE, !borrow	low		
620	0x13ca	0x3e10	SBig.cpp	address range only	low		
621	0x1253	0x3e20	SBig.cpp	asserts m_used < SIZE, count <= m_used, d <= SMALL_BOUND, c <= SMALL_BOUND, !borrow	low		
622	0x104b	0x3e70	SBig.cpp	address range only	low		
623	0x24a0	0x3e90	SBig.cpp	asserts m_used < SIZE, count <= m_used	low		
624	0x2a45	0x3eb0	SBig.cpp	direct __FILE__ reference to SBig.cpp in BOTH builds at this ordinal	low		Anchors the whole 601-647 block to SBig.cpp
625	0x19dd	0x3f30	SBig.cpp	address range only	low		
626	0x11db	0x4040	SBig.cpp	address range only	low		
627	0x192e	0x41a0	SBig.cpp	address range only	low		
628	0x1979	0x4300	SBig.cpp	asserts m_used < SIZE, count <= m_used	low		
629	0x1924	0x4320	SBig.cpp	asserts count <= m_used, m_used < SIZE	low		
630	0x1456	0x4630	SBig.cpp	address range only	low		
631	0x25e0	0x4640	SBig.cpp	address range only	low		
632	0x1dde	0x4650	SBig.cpp	address range only	low		
633	0x1b45	0x4660	SBig.cpp	address range only	low		
634	0x29d2	0x4680	SBig.cpp	address range only	low		
635	0x1b77	0x46a0	SBig.cpp	address range only	low		
636	0x1749	0x46c0	SBig.cpp	assert "!borrow"	low		
637	0x20f9	0x46e0	SBig.cpp	address range only; release build tags ".E"	low		
638	0x1816	0x4950	SBig.cpp	memcpy	low		
639	0x282e	0x49a0	SBig.cpp	address range only	low		
640	0x263f	0x49e0	SBig.cpp	asserts m_used < SIZE, count <= m_used, d <= SMALL_BOUND; release build tags ".D"	low		
641	0x2978	0x4c90	SBig.cpp	pulls in SSTR.CPP "source" plus the SBig asserts	low		Big-number to/from string
642	0x1dd4	0x4cc0	SBig.cpp	asserts m_used < SIZE, count <= m_used, d <= SMALL_BOUND	low		
643	0x19c4	0x4cf0	SBig.cpp	address range only; release build tags ".E"	low		
644	0x20c7	0x4f00	SBig.cpp	memcpy	low		
645	0x1744	0x4f50	SBig.cpp	address range only	low		
646	0x17bc	0x4f80	SBig.cpp	address range only	low		
647	0x1ea6	0x4fc0	SBig.cpp	address range only	low		
